"Date","Price","Open","High","Low","Vol.","Change %"
"02/01/2023","4,680","4,630","4,690","4,620","181.95M","2.18%"
"01/31/2023","4,580","4,610","4,620","4,570","211.64M","-0.65%"
"01/30/2023","4,610","4,650","4,680","4,570","221.10M","-0.65%"
"01/27/2023","4,640","4,600","4,680","4,600","160.35M","1.09%"
"01/26/2023","4,590","4,560","4,620","4,550","113.89M","0.66%"
"01/25/2023","4,560","4,620","4,620","4,550","73.86M","-1.30%"
"01/24/2023","4,620","4,660","4,680","4,590","74.76M","-0.65%"
"01/20/2023","4,650","4,630","4,670","4,620","99.72M","0.87%"
"01/19/2023","4,610","4,590","4,630","4,580","103.20M","0.22%"
"01/18/2023","4,600","4,560","4,620","4,560","178.06M","0.88%"
"01/17/2023","4,560","4,520","4,580","4,510","150.58M","0.88%"
"01/16/2023","4,520","4,430","4,530","4,420","162.03M","0.89%"
"01/13/2023","4,480","4,510","4,530","4,420","134.66M","-0.44%"
"01/12/2023","4,500","4,480","4,520","4,410","191.80M","2.74%"
"01/11/2023","4,380","4,410","4,430","4,360","249.09M","-1.13%"
"01/10/2023","4,430","4,550","4,570","4,410","250.49M","-3.49%"
"01/09/2023","4,590","4,580","4,640","4,550","166.62M","-0.65%"
"01/06/2023","4,620","4,550","4,640","4,550","175.93M","-0.43%"
"01/05/2023","4,640","4,750","4,760","4,570","292.14M","-2.73%"
"01/04/2023","4,770","4,850","4,850","4,770","188.23M","-1.65%"
"01/03/2023","4,850","4,830","4,900","4,830","95.18M","-0.41%"
"01/02/2023","4,870","4,910","4,920","4,820","109.07M","-1.42%"
"12/30/2022","4,940","4,870","4,950","4,870","182.09M","1.44%"
"12/29/2022","4,870","4,820","4,870","4,800","106.69M","1.04%"
"12/28/2022","4,820","4,870","4,880","4,810","134.32M","-1.03%"
"12/27/2022","4,870","4,930","4,950","4,860","81.82M","-1.22%"
"12/26/2022","4,930","4,900","4,930","4,890","43.59M","1.02%"
"12/23/2022","4,880","4,920","4,940","4,880","53.35M","-1.61%"
"12/22/2022","4,960","4,910","4,970","4,900","72.73M","1.43%"
"12/21/2022","4,890","4,910","4,940","4,870","71.60M","-0.41%"
"12/20/2022","4,910","4,930","4,970","4,890","79.07M","-1.21%"
"12/19/2022","4,970","4,970","4,980","4,920","64.76M","-0.20%"
"12/16/2022","4,980","4,820","4,980","4,820","350.11M","1.43%"
"12/15/2022","4,910","4,900","4,940","4,880","143.09M","-1.41%"
"12/14/2022","4,980","5,000","5,000","4,870","201.34M","0.20%"
"12/13/2022","4,970","4,870","4,980","4,840","158.08M","2.47%"
"12/12/2022","4,850","4,800","4,850","4,760","113.79M","1.04%"
"12/09/2022","4,800","4,830","4,840","4,760","180.38M","-0.83%"
"12/08/2022","4,840","4,760","4,840","4,710","137.59M","1.68%"
"12/07/2022","4,760","4,840","4,840","4,740","219.53M","-2.06%"
"12/06/2022","4,860","4,860","4,890","4,800","151.35M","-0.61%"
"12/05/2022","4,890","4,910","4,930","4,860","106.81M","0.00%"
"12/02/2022","4,890","4,900","4,930","4,860","200.04M","-1.01%"
"12/01/2022","4,940","5,000","5,025","4,900","240.17M","-0.80%"
"11/30/2022","4,980","4,810","4,980","4,800","395.47M","2.68%"
"11/29/2022","4,850","4,820","4,860","4,790","166.06M","0.62%"
"11/28/2022","4,820","4,730","4,830","4,730","195.21M","1.47%"
"11/25/2022","4,750","4,700","4,750","4,690","152.04M","0.64%"
"11/24/2022","4,720","4,700","4,740","4,670","168.90M","1.07%"
"11/23/2022","4,670","4,640","4,670","4,630","148.64M","1.74%"
"11/22/2022","4,590","4,570","4,670","4,570","154.87M","0.00%"
"11/21/2022","4,590","4,620","4,630","4,560","96.34M","-0.43%"
"11/18/2022","4,610","4,670","4,680","4,610","105.35M","-1.28%"
"11/17/2022","4,670","4,520","4,670","4,500","217.13M","3.32%"
"11/16/2022","4,520","4,590","4,610","4,490","249.90M","-1.31%"
"11/15/2022","4,580","4,580","4,610","4,560","71.99M","0.00%"
"11/14/2022","4,580","4,620","4,640","4,550","156.89M","-1.51%"
"11/11/2022","4,650","4,620","4,650","4,590","153.24M","2.65%"
"11/10/2022","4,530","4,560","4,580","4,520","173.83M","-2.58%"
"11/09/2022","4,650","4,600","4,650","4,600","94.72M","0.65%"
"11/08/2022","4,620","4,690","4,690","4,610","81.05M","-1.49%"
"11/07/2022","4,690","4,650","4,690","4,610","84.93M","0.86%"
"11/04/2022","4,650","4,650","4,660","4,610","73.01M","0.00%"
"11/03/2022","4,650","4,630","4,660","4,590","147.39M","0.87%"
"11/02/2022","4,610","4,680","4,680","4,570","145.30M","-1.07%"
"11/01/2022","4,660","4,690","4,700","4,630","214.44M","0.22%"
"10/31/2022","4,650","4,630","4,680","4,630","227.97M","0.43%"
"10/28/2022","4,630","4,600","4,630","4,560","189.53M","0.65%"
"10/27/2022","4,600","4,550","4,600","4,530","131.41M","1.55%"
"10/26/2022","4,530","4,600","4,610","4,500","164.99M","-1.31%"
"10/25/2022","4,590","4,560","4,610","4,550","237.86M","2.00%"
"10/24/2022","4,500","4,430","4,540","4,430","187.00M","1.58%"
"10/21/2022","4,430","4,360","4,460","4,360","165.05M","0.91%"
"10/20/2022","4,390","4,280","4,400","4,280","149.52M","2.09%"
"10/19/2022","4,300","4,280","4,340","4,280","81.68M","0.23%"
"10/18/2022","4,290","4,280","4,340","4,280","161.44M","-0.23%"
"10/17/2022","4,300","4,270","4,320","4,260","145.51M","0.70%"
"10/14/2022","4,270","4,380","4,390","4,270","182.10M","-1.84%"
"10/13/2022","4,350","4,390","4,420","4,350","104.27M","-1.14%"
"10/12/2022","4,400","4,470","4,470","4,400","128.75M","-0.68%"
"10/11/2022","4,430","4,390","4,430","4,370","133.74M","1.37%"
"10/10/2022","4,370","4,420","4,430","4,340","193.92M","-1.58%"
"10/07/2022","4,440","4,480","4,490","4,430","133.68M","-1.55%"
"10/06/2022","4,510","4,540","4,570","4,510","123.35M","-0.66%"
"10/05/2022","4,540","4,660","4,660","4,540","182.25M","-2.16%"
"10/04/2022","4,640","4,560","4,650","4,560","256.37M","2.43%"
"10/03/2022","4,530","4,500","4,550","4,480","159.56M","0.89%"
"09/30/2022","4,490","4,450","4,510","4,410","224.23M","0.22%"
"09/29/2022","4,480","4,520","4,540","4,460","169.37M","-0.88%"
"09/28/2022","4,520","4,510","4,560","4,480","161.82M","-0.22%"
"09/27/2022","4,530","4,500","4,550","4,480","213.70M","-0.22%"
"09/26/2022","4,540","4,480","4,540","4,410","280.75M","1.34%"
"09/23/2022","4,480","4,540","4,560","4,480","139.07M","-1.75%"
"09/22/2022","4,560","4,500","4,580","4,500","100.43M","0.22%"
"09/21/2022","4,550","4,490","4,550","4,470","159.98M","1.34%"
"09/20/2022","4,490","4,570","4,600","4,490","138.70M","-1.75%"
"09/19/2022","4,570","4,520","4,600","4,500","134.43M","1.56%"
"09/16/2022","4,500","4,610","4,620","4,500","282.49M","-2.39%"
"09/15/2022","4,610","4,600","4,700","4,590","295.66M","0.66%"
"09/14/2022","4,580","4,520","4,610","4,510","149.96M","0.00%"
"09/13/2022","4,580","4,560","4,640","4,560","141.83M","0.44%"
"09/12/2022","4,560","4,610","4,630","4,560","97.99M","-1.08%"
"09/09/2022","4,610","4,640","4,640","4,570","119.29M","0.22%"
"09/08/2022","4,600","4,480","4,620","4,480","250.37M","3.14%"
"09/07/2022","4,460","4,510","4,550","4,460","212.07M","-2.19%"
"09/06/2022","4,560","4,670","4,690","4,550","188.12M","-0.65%"
"09/05/2022","4,590","4,430","4,600","4,420","261.13M","3.15%"
"09/02/2022","4,450","4,410","4,450","4,380","189.11M","1.37%"
"09/01/2022","4,390","4,320","4,390","4,310","140.00M","1.15%"
"08/31/2022","4,340","4,250","4,350","4,240","191.48M","1.88%"
"08/30/2022","4,260","4,250","4,300","4,250","136.63M","0.24%"
"08/29/2022","4,250","4,250","4,270","4,220","105.72M","-0.47%"
"08/26/2022","4,270","4,280","4,290","4,270","87.38M","0.00%"
"08/25/2022","4,270","4,280","4,300","4,270","117.65M","-0.47%"
"08/24/2022","4,290","4,300","4,330","4,280","75.06M","-0.23%"
"08/23/2022","4,300","4,260","4,310","4,260","107.80M","0.70%"
"08/22/2022","4,270","4,320","4,330","4,270","121.12M","-0.70%"
"08/19/2022","4,300","4,340","4,340","4,300","84.55M","-0.69%"
"08/18/2022","4,330","4,330","4,340","4,310","138.80M","1.17%"
"08/16/2022","4,280","4,350","4,350","4,270","205.43M","-0.47%"
"08/15/2022","4,300","4,330","4,350","4,300","135.10M","-0.46%"
"08/12/2022","4,320","4,340","4,350","4,320","104.33M","-0.69%"
"08/11/2022","4,350","4,380","4,410","4,340","193.33M","0.93%"
"08/10/2022","4,310","4,350","4,370","4,300","205.34M","-2.27%"
"08/09/2022","4,410","4,400","4,470","4,390","181.75M","0.92%"
"08/08/2022","4,370","4,360","4,400","4,340","107.24M","0.23%"
"08/05/2022","4,360","4,360","4,400","4,320","168.88M","0.00%"
"08/04/2022","4,360","4,380","4,390","4,350","96.96M","-0.46%"
"08/03/2022","4,380","4,410","4,420","4,350","103.43M","-0.45%"
"08/02/2022","4,400","4,360","4,400","4,300","173.93M","0.92%"
"08/01/2022","4,360","4,390","4,410","4,330","200.79M","0.00%"
"07/29/2022","4,360","4,390","4,430","4,340","228.67M","0.00%"
"07/28/2022","4,360","4,340","4,400","4,340","136.42M","0.93%"
"07/27/2022","4,320","4,380","4,380","4,300","88.57M","-0.23%"
"07/26/2022","4,330","4,270","4,350","4,260","97.71M","1.88%"
"07/25/2022","4,250","4,250","4,300","4,250","60.95M","-0.47%"
"07/22/2022","4,270","4,330","4,330","4,270","86.56M","-0.93%"
"07/21/2022","4,310","4,300","4,310","4,230","130.41M","0.23%"
"07/20/2022","4,300","4,180","4,300","4,160","220.22M","4.62%"
"07/19/2022","4,110","4,150","4,150","4,110","122.91M","-0.72%"
"07/18/2022","4,140","4,110","4,140","4,080","135.28M","0.73%"
"07/15/2022","4,110","4,060","4,120","4,050","91.36M","0.98%"
"07/14/2022","4,070","4,010","4,090","4,010","188.73M","0.25%"
"07/13/2022","4,060","4,110","4,130","4,030","165.75M","-1.22%"
"07/12/2022","4,110","4,120","4,140","4,100","56.09M","-0.24%"
"07/11/2022","4,120","4,150","4,170","4,100","80.87M","-1.90%"
"07/08/2022","4,200","4,090","4,200","4,050","112.91M","3.70%"
"07/07/2022","4,050","4,040","4,110","4,040","172.13M","-0.74%"
"07/06/2022","4,080","4,050","4,100","4,020","125.31M","-0.24%"
"07/05/2022","4,090","4,040","4,160","4,040","180.65M","1.24%"
"07/04/2022","4,040","4,090","4,120","3,960","246.85M","-2.42%"
"07/01/2022","4,140","4,150","4,200","4,110","154.66M","-0.24%"
"06/30/2022","4,150","4,120","4,220","4,120","239.94M","-0.72%"
"06/29/2022","4,180","4,280","4,310","4,180","199.25M","-2.79%"
"06/28/2022","4,300","4,320","4,330","4,280","161.05M","0.47%"
"06/27/2022","4,280","4,310","4,330","4,270","152.45M","-1.38%"
"06/24/2022","4,340","4,320","4,350","4,310","66.08M","0.70%"
"06/23/2022","4,310","4,300","4,360","4,300","127.60M","-0.23%"
"06/22/2022","4,320","4,410","4,410","4,310","106.21M","-1.37%"
"06/21/2022","4,380","4,430","4,430","4,380","103.96M","-0.45%"
"06/20/2022","4,400","4,400","4,410","4,340","95.06M","0.69%"
"06/17/2022","4,370","4,370","4,400","4,350","185.76M","-1.35%"
"06/16/2022","4,430","4,420","4,530","4,410","240.02M","-0.45%"
"06/15/2022","4,450","4,360","4,450","4,360","160.73M","2.06%"
"06/14/2022","4,360","4,300","4,410","4,300","150.38M","0.46%"
"06/13/2022","4,340","4,260","4,350","4,260","164.02M","-1.36%"
"06/10/2022","4,400","4,470","4,470","4,360","222.41M","-2.00%"
"06/09/2022","4,490","4,500","4,520","4,480","161.77M","0.45%"
"06/08/2022","4,470","4,400","4,470","4,380","150.60M","1.59%"
"06/07/2022","4,400","4,460","4,460","4,400","133.32M","-0.68%"
"06/06/2022","4,430","4,470","4,510","4,400","157.28M","-1.99%"
"06/03/2022","4,520","4,530","4,570","4,510","117.64M","0.89%"
"06/02/2022","4,480","4,540","4,600","4,480","225.70M","-3.24%"
"05/31/2022","4,630","4,470","4,630","4,450","379.63M","4.51%"
"05/30/2022","4,430","4,540","4,540","4,390","193.72M","-2.42%"
"05/27/2022","4,540","4,500","4,540","4,440","209.96M","4.37%"
"05/25/2022","4,350","4,430","4,450","4,350","138.96M","-2.47%"
"05/24/2022","4,460","4,320","4,500","4,320","165.76M","3.00%"
"05/23/2022","4,330","4,410","4,440","4,320","175.71M","-2.26%"
"05/20/2022","4,430","4,440","4,490","4,410","122.10M","-0.23%"
"05/19/2022","4,440","4,350","4,460","4,300","132.61M","-0.22%"
"05/18/2022","4,450","4,500","4,530","4,430","129.72M","0.00%"
"05/17/2022","4,450","4,270","4,520","4,270","272.65M","4.71%"
"05/13/2022","4,250","4,250","4,360","4,250","336.71M","-1.62%"
"05/12/2022","4,320","4,490","4,490","4,300","207.37M","-3.79%"
"05/11/2022","4,490","4,550","4,580","4,480","205.23M","-0.88%"
"05/10/2022","4,530","4,260","4,530","4,260","435.78M","0.00%"
"05/09/2022","4,530","4,750","4,760","4,530","561.60M","-6.98%"
"04/28/2022","4,870","4,870","4,930","4,860","193.82M","0.41%"
"04/27/2022","4,850","4,900","4,930","4,850","191.96M","-1.82%"
"04/26/2022","4,940","4,840","4,980","4,830","262.73M","2.07%"
"04/25/2022","4,840","4,700","4,850","4,670","235.75M","1.89%"
"04/22/2022","4,750","4,750","4,850","4,720","174.35M","-1.04%"
"04/21/2022","4,800","4,850","4,850","4,760","208.25M","-1.03%"
"04/20/2022","4,850","4,610","4,870","4,600","404.38M","6.13%"
"04/19/2022","4,570","4,550","4,600","4,540","148.48M","0.44%"
"04/18/2022","4,550","4,550","4,580","4,540","82.80M","0.22%"
"04/14/2022","4,540","4,600","4,610","4,530","150.66M","-1.52%"
"04/13/2022","4,610","4,640","4,640","4,590","112.33M","0.00%"
"04/12/2022","4,610","4,550","4,610","4,550","96.96M","0.88%"
"04/11/2022","4,570","4,600","4,620","4,570","109.86M","-0.87%"
"04/08/2022","4,610","4,630","4,650","4,600","125.66M","-0.43%"
"04/07/2022","4,630","4,670","4,670","4,620","91.94M","0.65%"
"04/06/2022","4,600","4,690","4,690","4,600","111.01M","-2.13%"
"04/05/2022","4,700","4,730","4,740","4,670","76.15M","0.00%"
"04/04/2022","4,700","4,730","4,730","4,660","103.90M","-0.63%"
"04/01/2022","4,730","4,690","4,730","4,630","145.10M","1.50%"
"03/31/2022","4,660","4,700","4,750","4,660","158.65M","-1.06%"
"03/30/2022","4,710","4,740","4,740","4,690","83.36M","0.43%"
"03/29/2022","4,690","4,750","4,750","4,670","93.16M","-0.85%"
"03/28/2022","4,730","4,730","4,740","4,670","106.80M","0.42%"
"03/25/2022","4,710","4,760","4,760","4,650","137.10M","-0.42%"
"03/24/2022","4,730","4,640","4,730","4,620","206.27M","1.72%"
"03/23/2022","4,650","4,680","4,690","4,620","146.54M","0.22%"
"03/22/2022","4,640","4,690","4,710","4,640","177.76M","1.09%"
"03/21/2022","4,590","4,600","4,630","4,560","118.79M","0.22%"
"03/18/2022","4,580","4,700","4,700","4,580","257.86M","-1.51%"
"03/17/2022","4,650","4,690","4,700","4,610","224.07M","0.00%"
"03/16/2022","4,650","4,650","4,660","4,610","226.82M","0.87%"
"03/15/2022","4,610","4,550","4,640","4,530","357.76M","1.99%"
"03/14/2022","4,520","4,440","4,540","4,410","212.05M","2.73%"
"03/11/2022","4,400","4,400","4,440","4,370","275.96M","-3.72%"
"03/10/2022","4,570","4,640","4,640","4,510","225.58M","0.00%"
"03/09/2022","4,570","4,530","4,590","4,500","191.97M","3.16%"
"03/08/2022","4,430","4,500","4,560","4,430","214.87M","-1.99%"
"03/07/2022","4,520","4,580","4,630","4,520","224.52M","-3.21%"
"03/04/2022","4,670","4,720","4,730","4,610","292.02M","2.41%"
"03/02/2022","4,560","4,680","4,690","4,550","186.64M","-1.51%"
"03/01/2022","4,630","4,850","4,860","4,630","494.66M","1.76%"
"02/25/2022","4,550","4,450","4,550","4,410","301.35M","3.64%"
"02/24/2022","4,390","4,470","4,470","4,370","217.52M","-2.01%"
"02/23/2022","4,480","4,520","4,520","4,460","160.83M","1.13%"
"02/22/2022","4,430","4,440","4,470","4,420","109.06M","-1.34%"
"02/21/2022","4,490","4,460","4,490","4,440","133.72M","1.35%"
"02/18/2022","4,430","4,400","4,440","4,370","127.06M","0.68%"
"02/17/2022","4,400","4,390","4,410","4,340","118.31M","-0.45%"
"02/16/2022","4,420","4,470","4,470","4,410","89.64M","-0.23%"
"02/15/2022","4,430","4,440","4,450","4,390","96.66M","0.45%"
"02/14/2022","4,410","4,450","4,450","4,380","105.26M","-0.90%"
"02/11/2022","4,450","4,420","4,450","4,380","103.42M","-0.45%"
"02/10/2022","4,470","4,500","4,500","4,450","112.52M","0.45%"
"02/09/2022","4,450","4,400","4,500","4,380","149.00M","0.23%"
"02/08/2022","4,440","4,450","4,550","4,400","310.88M","0.91%"
"02/07/2022","4,400","4,240","4,410","4,220","468.02M","4.51%"
"02/04/2022","4,210","4,170","4,210","4,150","236.60M","1.94%"
"02/03/2022","4,130","4,180","4,180","4,130","157.90M","1.47%"
"02/02/2022","4,070","4,120","4,120","4,060","81.55M","0.00%"
"01/31/2022","4,070","4,170","4,170","4,070","78.50M","-1.69%"
"01/28/2022","4,140","4,170","4,170","4,090","84.81M","0.00%"
"01/27/2022","4,140","4,070","4,140","4,060","80.68M","1.22%"
"01/26/2022","4,090","4,030","4,100","4,030","97.59M","0.49%"
"01/25/2022","4,070","4,100","4,110","4,000","185.01M","-1.21%"
"01/24/2022","4,120","4,140","4,160","4,100","76.71M","-1.20%"
"01/21/2022","4,170","4,130","4,170","4,110","84.97M","0.97%"
"01/20/2022","4,130","4,130","4,160","4,110","86.40M","0.00%"
"01/19/2022","4,130","4,210","4,210","4,130","109.96M","-1.43%"
"01/18/2022","4,190","4,240","4,240","4,140","120.28M","-0.48%"
"01/17/2022","4,210","4,200","4,210","4,180","102.96M","0.72%"
"01/14/2022","4,180","4,190","4,210","4,160","110.21M","-0.24%"
"01/13/2022","4,190","4,180","4,190","4,170","103.52M","0.72%"
"01/12/2022","4,160","4,170","4,180","4,130","65.91M","0.24%"
"01/11/2022","4,150","4,180","4,180","4,130","99.41M","-0.72%"
"01/10/2022","4,180","4,190","4,210","4,180","70.72M","-0.24%"
"01/07/2022","4,190","4,170","4,200","4,150","101.28M","0.72%"
"01/06/2022","4,160","4,240","4,240","4,140","137.28M","-1.19%"
"01/05/2022","4,210","4,180","4,230","4,130","174.38M","1.20%"
"01/04/2022","4,160","4,200","4,210","4,160","93.95M","-0.48%"
"01/03/2022","4,180","4,120","4,190","4,090","90.84M","1.70%"
